"DT_GERACAO";"HH_GERACAO";"ANO_ELEICAO";"CD_TIPO_ELEICAO";"NM_TIPO_ELEICAO";"NR_TURNO";"CD_ELEICAO";"DS_ELEICAO";"DT_ELEICAO";"SG_UF";"SG_UE";"NM_UE";"CD_CARGO";"DS_CARGO";"TP_AGREMIACAO";"NR_PARTIDO";"SG_PARTIDO";"NM_PARTIDO";"NR_FEDERACAO";"NM_FEDERACAO";"SG_FEDERACAO";"DS_COMPOSICAO_FEDERACAO";"SQ_COLIGACAO";"NM_COLIGACAO";"DS_COMPOSICAO_COLIGACAO";"CD_SITUACAO_LEGENDA";"DS_SITUACAO";"NM_TIPO_DESTINACAO_VOTOS"
"03/09/2023";"19:32:00";"2022";"2";"ELEIÇÃO ORDINÁRIA";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"SP";"SP";"SÃO PAULO";"6";"DEPUTADO FEDERAL";"PARTIDO ISOLADO";"70";"AVANTE";"AVANTE";"-1";"#NULO#";"#NULO#";"#NULO#";"250001682296";"#NULO#";"AVANTE";"D";"DEFERIDO";"Válido (legenda)"
"03/09/2023";"19:32:00";"2022";"2";"ELEIÇÃO ORDINÁRIA";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"SP";"SP";"SÃO PAULO";"7";"DEPUTADO ESTADUAL";"PARTIDO ISOLADO";"30";"NOVO";"PARTIDO NOVO";"-1";"#NULO#";"#NULO#";"#NULO#";"250001680946";"#NULO#";"NOVO";"D";"DEFERIDO";"Válido (legenda)"
"03/09/2023";"19:32:00";"2022";"2";"ELEIÇÃO ORDINÁRIA";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"SP";"SP";"SÃO PAULO";"10";"2º SUPLENTE";"COLIGAÇÃO";"13";"PT";"PARTIDO DOS TRABALHADORES";"2";"Federação Brasil da Esperança - FE BRASIL";"PT/PC do B/PV";"PT/PC do B/PV";"250001681805";"JUNTOS POR SÃO PAULO";"(PT/PC do B/PV) / AGIR / (PSOL/REDE) / PSB";"D";"DEFERIDO";"#NE"
"03/09/2023";"19:32:00";"2022";"2";"ELEIÇÃO ORDINÁRIA";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"SP";"SP";"SÃO PAULO";"9";"1º SUPLENTE";"COLIGAÇÃO";"14";"PTB";"PARTIDO TRABALHISTA BRASILEIRO";"-1";"#NULO#";"#NULO#";"#NULO#";"250001681618";"São Paulo Pode Mais";"PTB / PSD / PSC / PMN / PL / REPUBLICANOS";"D";"DEFERIDO";"#NE"
"03/09/2023";"19:32:00";"2022";"2";"ELEIÇÃO ORDINÁRIA";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"SP";"SP";"SÃO PAULO";"10";"2º SUPLENTE";"COLIGAÇÃO";"11";"PP";"PROGRESSISTAS";"-1";"#NULO#";"#NULO#";"#NULO#";"250001681616";"SÃO PAULO PRA FRENTE";"(PSDB/CIDADANIA) / AVANTE / MDB / PATRIOTA / UNIÃO / PODE / PP / SOLIDARIEDADE";"D";"DEFERIDO";"#NE"
"03/09/2023";"19:32:00";"2022";"2";"ELEIÇÃO ORDINÁRIA";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"SP";"SP";"SÃO PAULO";"9";"1º SUPLENTE";"COLIGAÇÃO";"23";"CIDADANIA";"CIDADANIA";"1";"Federação PSDB Cidadania";"PSDB/CIDADANIA";"PSDB/CIDADANIA";"250001681616";"SÃO PAULO PRA FRENTE";"(PSDB/CIDADANIA) / AVANTE / MDB / PATRIOTA / UNIÃO / PODE / PP / SOLIDARIEDADE";"D";"DEFERIDO";"#NE"
"03/09/2023";"19:32:00";"2022";"2";"ELEIÇÃO ORDINÁRIA";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"SP";"SP";"SÃO PAULO";"7";"DEPUTADO ESTADUAL";"PARTIDO ISOLADO";"22";"PL";"PARTIDO LIBERAL";"-1";"#NULO#";"#NULO#";"#NULO#";"250001681492";"#NULO#";"PL";"D";"DEFERIDO";"Válido (legenda)"
"03/09/2023";"19:32:00";"2022";"2";"ELEIÇÃO ORDINÁRIA";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"SP";"SP";"SÃO PAULO";"10";"2º SUPLENTE";"PARTIDO ISOLADO";"16";"PSTU";"PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO";"-1";"#NULO#";"#NULO#";"#NULO#";"250001681524";"#NULO#";"PSTU";"D";"DEFERIDO";"#NE"
"03/09/2023";"19:32:00";"2022";"2";"ELEIÇÃO ORDINÁRIA";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"SP";"SP";"SÃO PAULO";"9";"1º SUPLENTE";"COLIGAÇÃO";"15";"MDB";"MOVIMENTO DEMOCRÁTICO BRASILEIRO";"-1";"#NULO#";"#NULO#";"#NULO#";"250001681616";"SÃO PAULO PRA FRENTE";"(PSDB/CIDADANIA) / AVANTE / MDB / PATRIOTA / UNIÃO / PODE / PP / SOLIDARIEDADE";"D";"DEFERIDO";"#NE"
"03/09/2023";"19:32:00";"2022";"2";"ELEIÇÃO ORDINÁRIA";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"SP";"SP";"SÃO PAULO";"7";"DEPUTADO ESTADUAL";"FEDERAÇÃO";"45";"PSDB";"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA";"1";"Federação PSDB Cidadania";"PSDB/CIDADANIA";"PSDB/CIDADANIA";"250001681575";"#NULO#";"PSDB/CIDADANIA";"D";"DEFERIDO";"Válido (legenda)"
"03/09/2023";"19:32:00";"2022";"2";"ELEIÇÃO ORDINÁRIA";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"SP";"SP";"SÃO PAULO";"9";"1º SUPLENTE";"COLIGAÇÃO";"43";"PV";"PARTIDO VERDE";"2";"Federação Brasil da Esperança - FE BRASIL";"PT/PC do B/PV";"PT/PC do B/PV";"250001681805";"JUNTOS POR SÃO PAULO";"(PT/PC do B/PV) / AGIR / (PSOL/REDE) / PSB";"D";"DEFERIDO";"#NE"
"03/09/2023";"19:32:00";"2022";"2";"ELEIÇÃO ORDINÁRIA";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"SP";"SP";"SÃO PAULO";"9";"1º SUPLENTE";"COLIGAÇÃO";"20";"PSC";"PARTIDO SOCIAL CRISTÃO";"-1";"#NULO#";"#NULO#";"#NULO#";"250001681618";"São Paulo Pode Mais";"PTB / PSD / PSC / PMN / PL / REPUBLICANOS";"D";"DEFERIDO";"#NE"
"03/09/2023";"19:32:00";"2022";"2";"ELEIÇÃO ORDINÁRIA";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"SP";"SP";"SÃO PAULO";"7";"DEPUTADO ESTADUAL";"FEDERAÇÃO";"50";"PSOL";"PARTIDO SOCIALISMO E LIBERDADE";"3";"Federação PSOL REDE";"PSOL/REDE";"PSOL/REDE";"250001682175";"#NULO#";"PSOL/REDE";"D";"DEFERIDO";"Válido (legenda)"
"03/09/2023";"19:32:00";"2022";"2";"ELEIÇÃO ORDINÁRIA";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"SP";"SP";"SÃO PAULO";"4";"VICE-GOVERNADOR";"COLIGAÇÃO";"65";"PC do B";"PARTIDO COMUNISTA DO BRASIL";"2";"Federação Brasil da Esperança - FE BRASIL";"PT/PC do B/PV";"PT/PC do B/PV";"250001681617";"Juntos por São Paulo";"(PT/PC do B/PV) / PSB / (PSOL/REDE) / AGIR";"D";"DEFERIDO";"#NE"
"03/09/2023";"19:32:00";"2022";"2";"ELEIÇÃO ORDINÁRIA";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"SP";"SP";"SÃO PAULO";"4";"VICE-GOVERNADOR";"COLIGAÇÃO";"20";"PSC";"PARTIDO SOCIAL CRISTÃO";"-1";"#NULO#";"#NULO#";"#NULO#";"250001681815";"SÃO PAULO PODE MAIS";"REPUBLICANOS / PL / PSD / PTB / PSC / PMN";"D";"DEFERIDO";"#NE"
"03/09/2023";"19:32:00";"2022";"2";"ELEIÇÃO ORDINÁRIA";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"SP";"SP";"SÃO PAULO";"10";"2º SUPLENTE";"COLIGAÇÃO";"36";"AGIR";"AGIR";"-1";"#NULO#";"#NULO#";"#NULO#";"250001681805";"JUNTOS POR SÃO PAULO";"(PT/PC do B/PV) / AGIR / (PSOL/REDE) / PSB";"D";"DEFERIDO";"#NE"
"03/09/2023";"19:32:00";"2022";"2";"ELEIÇÃO ORDINÁRIA";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"SP";"SP";"SÃO PAULO";"10";"2º SUPLENTE";"COLIGAÇÃO";"45";"PSDB";"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA";"1";"Federação PSDB Cidadania";"PSDB/CIDADANIA";"PSDB/CIDADANIA";"250001681616";"SÃO PAULO PRA FRENTE";"(PSDB/CIDADANIA) / AVANTE / MDB / PATRIOTA / UNIÃO / PODE / PP / SOLIDARIEDADE";"D";"DEFERIDO";"#NE"
"03/09/2023";"19:32:00";"2022";"2";"ELEIÇÃO ORDINÁRIA";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"SP";"SP";"SÃO PAULO";"5";"SENADOR";"COLIGAÇÃO";"20";"PSC";"PARTIDO SOCIAL CRISTÃO";"-1";"#NULO#";"#NULO#";"#NULO#";"250001681618";"São Paulo Pode Mais";"PTB / PSD / PSC / PMN / PL / REPUBLICANOS";"D";"DEFERIDO";"#NE"
"03/09/2023";"19:32:00";"2022";"2";"ELEIÇÃO ORDINÁRIA";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"SP";"SP";"SÃO PAULO";"5";"SENADOR";"PARTIDO ISOLADO";"16";"PSTU";"PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO";"-1";"#NULO#";"#NULO#";"#NULO#";"250001681524";"#NULO#";"PSTU";"D";"DEFERIDO";"#NE"
"03/09/2023";"19:32:00";"2022";"2";"ELEIÇÃO ORDINÁRIA";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"SP";"SP";"SÃO PAULO";"6";"DEPUTADO FEDERAL";"PARTIDO ISOLADO";"40";"PSB";"PARTIDO SOCIALISTA BRASILEIRO";"-1";"#NULO#";"#NULO#";"#NULO#";"250001682213";"#NULO#";"PSB";"D";"DEFERIDO";"Válido (legenda)"
"03/09/2023";"19:32:00";"2022";"2";"ELEIÇÃO ORDINÁRIA";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"SP";"SP";"SÃO PAULO";"6";"DEPUTADO FEDERAL";"PARTIDO ISOLADO";"20";"PSC";"PARTIDO SOCIAL CRISTÃO";"-1";"#NULO#";"#NULO#";"#NULO#";"250001683090";"#NULO#";"PSC";"D";"DEFERIDO";"Válido (legenda)"
"03/09/2023";"19:32:00";"2022";"2";"ELEIÇÃO ORDINÁRIA";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"SP";"SP";"SÃO PAULO";"6";"DEPUTADO FEDERAL";"PARTIDO ISOLADO";"80";"UP";"UNIDADE POPULAR";"-1";"#NULO#";"#NULO#";"#NULO#";"250001681140";"#NULO#";"UP";"D";"DEFERIDO";"Válido (legenda)"
"03/09/2023";"19:32:00";"2022";"2";"ELEIÇÃO ORDINÁRIA";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"SP";"SP";"SÃO PAULO";"5";"SENADOR";"PARTIDO ISOLADO";"12";"PDT";"PARTIDO DEMOCRÁTICO TRABALHISTA";"-1";"#NULO#";"#NULO#";"#NULO#";"250001682831";"#NULO#";"PDT";"D";"DEFERIDO";"#NE"
"03/09/2023";"19:32:00";"2022";"2";"ELEIÇÃO ORDINÁRIA";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"SP";"SP";"SÃO PAULO";"6";"DEPUTADO FEDERAL";"FEDERAÇÃO";"50";"PSOL";"PARTIDO SOCIALISMO E LIBERDADE";"3";"Federação PSOL REDE";"PSOL/REDE";"PSOL/REDE";"250001681689";"#NULO#";"PSOL/REDE";"D";"DEFERIDO";"Válido (legenda)"
"03/09/2023";"19:32:00";"2022";"2";"ELEIÇÃO ORDINÁRIA";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"SP";"SP";"SÃO PAULO";"5";"SENADOR";"COLIGAÇÃO";"77";"SOLIDARIEDADE";"SOLIDARIEDADE";"-1";"#NULO#";"#NULO#";"#NULO#";"250001681616";"SÃO PAULO PRA FRENTE";"(PSDB/CIDADANIA) / AVANTE / MDB / PATRIOTA / UNIÃO / PODE / PP / SOLIDARIEDADE";"D";"DEFERIDO";"#NE"
"03/09/2023";"19:32:00";"2022";"2";"ELEIÇÃO ORDINÁRIA";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"SP";"SP";"SÃO PAULO";"5";"SENADOR";"COLIGAÇÃO";"45";"PSDB";"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA";"1";"Federação PSDB Cidadania";"PSDB/CIDADANIA";"PSDB/CIDADANIA";"250001681616";"SÃO PAULO PRA FRENTE";"(PSDB/CIDADANIA) / AVANTE / MDB / PATRIOTA / UNIÃO / PODE / PP / SOLIDARIEDADE";"D";"DEFERIDO";"#NE"
"03/09/2023";"19:32:00";"2022";"2";"ELEIÇÃO ORDINÁRIA";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"SP";"SP";"SÃO PAULO";"6";"DEPUTADO FEDERAL";"FEDERAÇÃO";"18";"REDE";"REDE SUSTENTABILIDADE";"3";"Federação PSOL REDE";"PSOL/REDE";"PSOL/REDE";"250001681689";"#NULO#";"PSOL/REDE";"D";"DEFERIDO";"Válido (legenda)"
"03/09/2023";"19:32:00";"2022";"2";"ELEIÇÃO ORDINÁRIA";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"SP";"SP";"SÃO PAULO";"7";"DEPUTADO ESTADUAL";"FEDERAÇÃO";"18";"REDE";"REDE SUSTENTABILIDADE";"3";"Federação PSOL REDE";"PSOL/REDE";"PSOL/REDE";"250001682175";"#NULO#";"PSOL/REDE";"D";"DEFERIDO";"Válido (legenda)"
"03/09/2023";"19:32:00";"2022";"2";"ELEIÇÃO ORDINÁRIA";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"SP";"SP";"SÃO PAULO";"3";"GOVERNADOR";"COLIGAÇÃO";"51";"PATRIOTA";"PATRIOTA";"-1";"#NULO#";"#NULO#";"#NULO#";"250001681614";"São Paulo pra Frente";"(PSDB/CIDADANIA) / AVANTE / MDB / PATRIOTA / UNIÃO / PODE / PP / SOLIDARIEDADE";"D";"DEFERIDO";"#NE"
"03/09/2023";"19:32:00";"2022";"2";"ELEIÇÃO ORDINÁRIA";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"SP";"SP";"SÃO PAULO";"5";"SENADOR";"COLIGAÇÃO";"50";"PSOL";"PARTIDO SOCIALISMO E LIBERDADE";"3";"Federação PSOL REDE";"PSOL/REDE";"PSOL/REDE";"250001681805";"JUNTOS POR SÃO PAULO";"(PT/PC do B/PV) / AGIR / (PSOL/REDE) / PSB";"D";"DEFERIDO";"#NE"
"03/09/2023";"19:32:00";"2022";"2";"ELEIÇÃO ORDINÁRIA";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"SP";"SP";"SÃO PAULO";"3";"GOVERNADOR";"COLIGAÇÃO";"77";"SOLIDARIEDADE";"SOLIDARIEDADE";"-1";"#NULO#";"#NULO#";"#NULO#";"250001681614";"São Paulo pra Frente";"(PSDB/CIDADANIA) / AVANTE / MDB / PATRIOTA / UNIÃO / PODE / PP / SOLIDARIEDADE";"D";"DEFERIDO";"#NE"
"03/09/2023";"19:32:00";"2022";"2";"ELEIÇÃO ORDINÁRIA";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"SP";"SP";"SÃO PAULO";"10";"2º SUPLENTE";"COLIGAÇÃO";"65";"PC do B";"PARTIDO COMUNISTA DO BRASIL";"2";"Federação Brasil da Esperança - FE BRASIL";"PT/PC do B/PV";"PT/PC do B/PV";"250001681805";"JUNTOS POR SÃO PAULO";"(PT/PC do B/PV) / AGIR / (PSOL/REDE) / PSB";"D";"DEFERIDO";"#NE"
"03/09/2023";"19:32:00";"2022";"2";"ELEIÇÃO ORDINÁRIA";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"SP";"SP";"SÃO PAULO";"4";"VICE-GOVERNADOR";"PARTIDO ISOLADO";"29";"PCO";"PARTIDO DA CAUSA OPERÁRIA";"-1";"#NULO#";"#NULO#";"#NULO#";"250001683380";"#NULO#";"PCO";"D";"DEFERIDO";"#NE"
"03/09/2023";"19:32:00";"2022";"2";"ELEIÇÃO ORDINÁRIA";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"SP";"SP";"SÃO PAULO";"3";"GOVERNADOR";"COLIGAÇÃO";"36";"AGIR";"AGIR";"-1";"#NULO#";"#NULO#";"#NULO#";"250001681617";"Juntos por São Paulo";"(PT/PC do B/PV) / PSB / (PSOL/REDE) / AGIR";"D";"DEFERIDO";"#NE"
"03/09/2023";"19:32:00";"2022";"2";"ELEIÇÃO ORDINÁRIA";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"SP";"SP";"SÃO PAULO";"3";"GOVERNADOR";"COLIGAÇÃO";"70";"AVANTE";"AVANTE";"-1";"#NULO#";"#NULO#";"#NULO#";"250001681614";"São Paulo pra Frente";"(PSDB/CIDADANIA) / AVANTE / MDB / PATRIOTA / UNIÃO / PODE / PP / SOLIDARIEDADE";"D";"DEFERIDO";"#NE"
"03/09/2023";"19:32:00";"2022";"2";"ELEIÇÃO ORDINÁRIA";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"SP";"SP";"SÃO PAULO";"3";"GOVERNADOR";"PARTIDO ISOLADO";"80";"UP";"UNIDADE POPULAR";"-1";"#NULO#";"#NULO#";"#NULO#";"250001681137";"#NULO#";"UP";"D";"DEFERIDO";"Válido"
"03/09/2023";"19:32:00";"2022";"2";"ELEIÇÃO ORDINÁRIA";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"SP";"SP";"SÃO PAULO";"6";"DEPUTADO FEDERAL";"PARTIDO ISOLADO";"19";"PODE";"PODEMOS";"-1";"#NULO#";"#NULO#";"#NULO#";"250001681496";"#NULO#";"PODE";"D";"DEFERIDO";"Válido (legenda)"
"03/09/2023";"19:32:00";"2022";"2";"ELEIÇÃO ORDINÁRIA";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"SP";"SP";"SÃO PAULO";"4";"VICE-GOVERNADOR";"PARTIDO ISOLADO";"16";"PSTU";"PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO";"-1";"#NULO#";"#NULO#";"#NULO#";"250001681482";"#NULO#";"PSTU";"D";"DEFERIDO";"#NE"
"03/09/2023";"19:32:00";"2022";"2";"ELEIÇÃO ORDINÁRIA";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"SP";"SP";"SÃO PAULO";"5";"SENADOR";"PARTIDO ISOLADO";"28";"PRTB";"PARTIDO RENOVADOR TRABALHISTA BRASILEIRO";"-1";"#NULO#";"#NULO#";"#NULO#";"250001682199";"#NULO#";"PRTB";"D";"DEFERIDO";"#NE"
"03/09/2023";"19:32:00";"2022";"2";"ELEIÇÃO ORDINÁRIA";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"SP";"SP";"SÃO PAULO";"4";"VICE-GOVERNADOR";"COLIGAÇÃO";"77";"SOLIDARIEDADE";"SOLIDARIEDADE";"-1";"#NULO#";"#NULO#";"#NULO#";"250001681614";"São Paulo pra Frente";"(PSDB/CIDADANIA) / AVANTE / MDB / PATRIOTA / UNIÃO / PODE / PP / SOLIDARIEDADE";"D";"DEFERIDO";"#NE"
"03/09/2023";"19:32:00";"2022";"2";"ELEIÇÃO ORDINÁRIA";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"SP";"SP";"SÃO PAULO";"7";"DEPUTADO ESTADUAL";"FEDERAÇÃO";"65";"PC do B";"PARTIDO COMUNISTA DO BRASIL";"2";"Federação Brasil da Esperança - FE BRASIL";"PT/PC do B/PV";"PT/PC do B/PV";"250001681589";"#NULO#";"PT/PC do B/PV";"D";"DEFERIDO";"Válido (legenda)"
"03/09/2023";"19:32:00";"2022";"2";"ELEIÇÃO ORDINÁRIA";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"SP";"SP";"SÃO PAULO";"6";"DEPUTADO FEDERAL";"PARTIDO ISOLADO";"28";"PRTB";"PARTIDO RENOVADOR TRABALHISTA BRASILEIRO";"-1";"#NULO#";"#NULO#";"#NULO#";"250001685178";"#NULO#";"PRTB";"D";"DEFERIDO";"Válido (legenda)"
"03/09/2023";"19:32:00";"2022";"2";"ELEIÇÃO ORDINÁRIA";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"SP";"SP";"SÃO PAULO";"7";"DEPUTADO ESTADUAL";"PARTIDO ISOLADO";"29";"PCO";"PARTIDO DA CAUSA OPERÁRIA";"-1";"#NULO#";"#NULO#";"#NULO#";"250001684744";"#NULO#";"PCO";"D";"DEFERIDO";"Válido (legenda)"
"03/09/2023";"19:32:00";"2022";"2";"ELEIÇÃO ORDINÁRIA";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"SP";"SP";"SÃO PAULO";"6";"DEPUTADO FEDERAL";"FEDERAÇÃO";"65";"PC do B";"PARTIDO COMUNISTA DO BRASIL";"2";"Federação Brasil da Esperança - FE BRASIL";"PT/PC do B/PV";"PT/PC do B/PV";"250001681527";"#NULO#";"PT/PC do B/PV";"D";"DEFERIDO";"Válido (legenda)"
"03/09/2023";"19:32:00";"2022";"2";"ELEIÇÃO ORDINÁRIA";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"SP";"SP";"SÃO PAULO";"7";"DEPUTADO ESTADUAL";"PARTIDO ISOLADO";"19";"PODE";"PODEMOS";"-1";"#NULO#";"#NULO#";"#NULO#";"250001681521";"#NULO#";"PODE";"D";"DEFERIDO";"Válido (legenda)"
"03/09/2023";"19:32:00";"2022";"2";"ELEIÇÃO ORDINÁRIA";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"SP";"SP";"SÃO PAULO";"3";"GOVERNADOR";"COLIGAÇÃO";"14";"PTB";"PARTIDO TRABALHISTA BRASILEIRO";"-1";"#NULO#";"#NULO#";"#NULO#";"250001681815";"SÃO PAULO PODE MAIS";"REPUBLICANOS / PL / PSD / PTB / PSC / PMN";"D";"DEFERIDO";"#NE"
"03/09/2023";"19:32:00";"2022";"2";"ELEIÇÃO ORDINÁRIA";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"SP";"SP";"SÃO PAULO";"3";"GOVERNADOR";"COLIGAÇÃO";"20";"PSC";"PARTIDO SOCIAL CRISTÃO";"-1";"#NULO#";"#NULO#";"#NULO#";"250001681815";"SÃO PAULO PODE MAIS";"REPUBLICANOS / PL / PSD / PTB / PSC / PMN";"D";"DEFERIDO";"#NE"
"03/09/2023";"19:32:00";"2022";"2";"ELEIÇÃO ORDINÁRIA";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"SP";"SP";"SÃO PAULO";"3";"GOVERNADOR";"COLIGAÇÃO";"50";"PSOL";"PARTIDO SOCIALISMO E LIBERDADE";"3";"Federação PSOL REDE";"PSOL/REDE";"PSOL/REDE";"250001681617";"Juntos por São Paulo";"(PT/PC do B/PV) / PSB / (PSOL/REDE) / AGIR";"D";"DEFERIDO";"#NE"
"03/09/2023";"19:32:00";"2022";"2";"ELEIÇÃO ORDINÁRIA";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"SP";"SP";"SÃO PAULO";"5";"SENADOR";"PARTIDO ISOLADO";"30";"NOVO";"PARTIDO NOVO";"-1";"#NULO#";"#NULO#";"#NULO#";"250001680949";"#NULO#";"NOVO";"D";"DEFERIDO";"#NE"
"03/09/2023";"19:32:00";"2022";"2";"ELEIÇÃO ORDINÁRIA";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"SP";"SP";"SÃO PAULO";"7";"DEPUTADO ESTADUAL";"PARTIDO ISOLADO";"28";"PRTB";"PARTIDO RENOVADOR TRABALHISTA BRASILEIRO";"-1";"#NULO#";"#NULO#";"#NULO#";"250001684724";"#NULO#";"PRTB";"D";"DEFERIDO";"Válido (legenda)"
"03/09/2023";"19:32:00";"2022";"2";"ELEIÇÃO ORDINÁRIA";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"SP";"SP";"SÃO PAULO";"10";"2º SUPLENTE";"COLIGAÇÃO";"20";"PSC";"PARTIDO SOCIAL CRISTÃO";"-1";"#NULO#";"#NULO#";"#NULO#";"250001681618";"São Paulo Pode Mais";"PTB / PSD / PSC / PMN / PL / REPUBLICANOS";"D";"DEFERIDO";"#NE"
"03/09/2023";"19:32:00";"2022";"2";"ELEIÇÃO ORDINÁRIA";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"SP";"SP";"SÃO PAULO";"10";"2º SUPLENTE";"PARTIDO ISOLADO";"30";"NOVO";"PARTIDO NOVO";"-1";"#NULO#";"#NULO#";"#NULO#";"250001680949";"#NULO#";"NOVO";"D";"DEFERIDO";"#NE"
"03/09/2023";"19:32:00";"2022";"2";"ELEIÇÃO ORDINÁRIA";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"SP";"SP";"SÃO PAULO";"10";"2º SUPLENTE";"COLIGAÇÃO";"51";"PATRIOTA";"PATRIOTA";"-1";"#NULO#";"#NULO#";"#NULO#";"250001681616";"SÃO PAULO PRA FRENTE";"(PSDB/CIDADANIA) / AVANTE / MDB / PATRIOTA / UNIÃO / PODE / PP / SOLIDARIEDADE";"D";"DEFERIDO";"#NE"
"03/09/2023";"19:32:00";"2022";"2";"ELEIÇÃO ORDINÁRIA";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"SP";"SP";"SÃO PAULO";"5";"SENADOR";"COLIGAÇÃO";"18";"REDE";"REDE SUSTENTABILIDADE";"3";"Federação PSOL REDE";"PSOL/REDE";"PSOL/REDE";"250001681805";"JUNTOS POR SÃO PAULO";"(PT/PC do B/PV) / AGIR / (PSOL/REDE) / PSB";"D";"DEFERIDO";"#NE"
"03/09/2023";"19:32:00";"2022";"2";"ELEIÇÃO ORDINÁRIA";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"SP";"SP";"SÃO PAULO";"6";"DEPUTADO FEDERAL";"PARTIDO ISOLADO";"11";"PP";"PROGRESSISTAS";"-1";"#NULO#";"#NULO#";"#NULO#";"250001681596";"#NULO#";"PP";"D";"DEFERIDO";"Válido (legenda)"
"03/09/2023";"19:32:00";"2022";"2";"ELEIÇÃO ORDINÁRIA";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"SP";"SP";"SÃO PAULO";"6";"DEPUTADO FEDERAL";"PARTIDO ISOLADO";"36";"AGIR";"AGIR";"-1";"#NULO#";"#NULO#";"#NULO#";"250001685214";"#NULO#";"AGIR";"D";"DEFERIDO";"Válido (legenda)"
"03/09/2023";"19:32:00";"2022";"2";"ELEIÇÃO ORDINÁRIA";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"SP";"SP";"SÃO PAULO";"6";"DEPUTADO FEDERAL";"PARTIDO ISOLADO";"55";"PSD";"PARTIDO SOCIAL DEMOCRÁTICO";"-1";"#NULO#";"#NULO#";"#NULO#";"250001681263";"#NULO#";"PSD";"D";"DEFERIDO";"Válido (legenda)"
